Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Living_with,Children,Family_Size,is_parent,Total_Purchases,Total_Campaign_Accepted,Cluster_K2,Cluster_K4,K2_Description,K4_Description
Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,38,1538,Alone,0,1,0,20,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,48,57,Partner,0,2,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,64509.0,0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1,36,1722,Alone,0,1,0,18,2,0,0,High Income – High Spending,High Income – High Spending
Graduate,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,51,270,Alone,1,2,1,11,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,1,49,31,Partner,2,4,1,4,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,55434.0,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,42,882,Partner,1,3,1,21,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,43,16,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,39,311,Alone,1,2,1,12,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,61,227,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,70,1152,Partner,1,3,1,24,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,61,122,Partner,1,3,1,7,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,55,77,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,44,1289,Partner,0,2,0,18,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,67,561,Alone,2,3,1,15,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,63,211,Partner,2,4,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,74,233,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,55,1092,Alone,1,2,1,15,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,63,601,Alone,0,1,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,44,54,Partner,1,3,1,7,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,50,78,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,79,1095,Partner,1,3,1,25,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,57,244,Partner,1,3,1,10,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,52854.0,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,67,116,Partner,2,4,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,15,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,78,425,Partner,2,4,1,14,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,71,734,Partner,1,3,1,20,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,50002.0,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,72,638,Alone,1,2,1,17,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,69755.0,0,0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,81,894,Partner,0,2,0,21,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,44078.0,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,57,41,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,50,31,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,57,34,Partner,2,4,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,64140.0,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,1,62,1750,Alone,2,3,1,13,4,0,3,High Income – High Spending,High Income – Low Spending
Graduate,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,45,612,Partner,2,4,1,17,0,1,3,Low Income – Low Spending,High Income – Low Spending
Undergraduate,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,47,29,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,45,823,Partner,1,3,1,20,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,39228.0,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,66,20,Alone,0,1,0,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,52,396,Partner,1,3,1,14,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,45,813,Alone,0,1,0,20,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,59,1179,Alone,0,1,0,19,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,76,138,Alone,2,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,22448.0,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,44,55,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,65,1511,Alone,0,1,0,21,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,63,117,Alone,2,3,1,6,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,79,32,Alone,1,2,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,48,67,Alone,1,2,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,36634.0,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,72,335,Partner,1,3,1,12,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,72,825,Partner,1,3,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,54,694,Partner,1,3,1,17,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,45,1792,Alone,0,1,0,16,3,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,68,496,Alone,2,3,1,15,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,58,231,Partner,2,4,1,9,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,64892.0,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,50,902,Alone,1,2,1,22,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,60,68,Alone,2,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,37,71,Alone,0,1,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,41,76,Alone,1,2,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,59,772,Partner,2,4,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,67,47,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,56,1586,Partner,1,3,1,23,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,59,1529,Partner,1,3,1,32,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,41,265,Alone,0,1,0,11,3,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,75,1603,Partner,0,2,0,17,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,40,2091,Partner,0,2,0,21,2,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,71,981,Partner,0,2,0,20,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,56,1533,Partner,1,3,1,30,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,35,82,Partner,0,2,0,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,51,244,Partner,1,3,1,10,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,47,36,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,50,404,Partner,1,3,1,14,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,46,71,Partner,1,3,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,48,1572,Partner,0,2,0,22,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,55,122,Partner,2,4,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,71,41,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,43,10,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,74,304,Partner,1,3,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,57,37,Partner,2,4,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,46,1754,Alone,0,1,0,15,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,58,815,Partner,1,3,1,21,3,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,55,1001,Alone,1,2,1,23,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,37,1157,Alone,0,1,0,21,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,75,688,Alone,1,2,1,18,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,39,1319,Alone,0,1,0,18,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,41,21,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,45,31,Alone,1,2,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,36,67,Partner,0,2,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,74,708,Alone,1,2,1,19,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,55,25,Partner,2,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,43,746,Partner,0,2,0,11,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,69,32,Alone,2,3,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,75,1695,Alone,2,3,1,23,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,50,1080,Partner,1,3,1,23,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,71,72,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,37,57,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,53,660,Partner,1,3,1,19,0,1,3,Low Income – Low Spending,High Income – Low Spending
Undergraduate,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,53,103,Partner,1,3,1,7,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,42,153,Partner,1,3,1,8,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,70,1220,Partner,1,3,1,28,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,61,279,Partner,1,3,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,48,745,Partner,1,3,1,19,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,53,264,Partner,1,3,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,40,2157,Partner,0,2,0,21,5,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,67,1526,Partner,1,3,1,22,4,0,0,High Income – High Spending,High Income – High Spending
Graduate,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,48,69,Partner,1,3,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,60,1597,Partner,0,2,0,25,1,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,34,64,Alone,1,2,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,42,497,Partner,1,3,1,12,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,70,1067,Alone,1,2,1,15,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,49,31,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,52,211,Partner,2,4,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,50,877,Partner,1,3,1,21,2,0,3,High Income – High Spending,High Income – Low Spending
Graduate,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,47,11,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,43,2034,Partner,0,2,0,24,4,0,0,High Income – High Spending,High Income – High Spending
Graduate,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,35,1991,Alone,0,1,0,18,4,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,64,1686,Alone,0,1,0,24,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,44,324,Alone,1,2,1,12,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,47,69,Alone,1,2,1,6,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,71,252,Partner,2,4,1,11,1,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,61,54,Alone,1,2,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,65,964,Partner,2,4,1,23,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,75,1327,Partner,1,3,1,26,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,62,68,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,67,60,Partner,0,2,0,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,71,55,Alone,2,3,1,4,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,60,1456,Partner,0,2,0,20,1,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,68,563,Alone,1,2,1,17,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,72,1504,Alone,1,2,1,22,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,59,564,Alone,2,3,1,17,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,63,1125,Partner,0,2,0,22,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,67,358,Partner,1,3,1,13,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,55,42,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,62,184,Partner,1,3,1,8,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,43,460,Partner,1,3,1,14,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,81,145,Alone,0,1,0,7,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,79,1376,Partner,0,2,0,24,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,57,792,Alone,1,2,1,21,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,74,1382,Partner,0,2,0,22,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,79,28,Partner,0,2,0,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,80,1033,Partner,0,2,0,23,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,57,882,Alone,1,2,1,20,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,77,2231,Partner,0,2,0,13,3,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,65,1101,Partner,1,3,1,16,2,0,3,High Income – High Spending,High Income – Low Spending
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,52,369,Partner,1,3,1,11,0,1,3,Low Income – Low Spending,High Income – Low Spending
Undergraduate,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,46,48,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,77,467,Alone,1,2,1,15,2,1,3,Low Income – Low Spending,High Income – Low Spending
