Age,Gender,Item Purchased,Category,Spending,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Spending_Level,High_Spender,Age_Group,Discount_Used,Cluster_K8,PCA1,PCA2,Customer_Persona,Anomaly_Flag,Anomaly
45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,PayPal,Next Day Air,No,19,Bank Transfer,6,Low,0,Adult,0,1,-0.31305614162334744,-1.9980162071326484,Occasional Low-Engagement Buyers,1,Normal
45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Credit Card,Express,No,11,Debit Card,5,High,1,Adult,0,3,-1.8312387290876082,0.1303960280093881,Premium Loyal Customers,1,Normal
49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,Bank Transfer,2-Day Shipping,No,16,Debit Card,4,Very_High,1,Adult,0,3,-2.100824092977031,0.5793001531941975,High-Value Premium Buyers,1,Normal
27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Venmo,Free Shipping,No,18,Venmo,6,High,1,Young_Adult,0,5,-1.7304290174841652,0.0001430082076693054,Premium Loyal Customers,1,Normal
63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Venmo,Next Day Air,No,8,Cash,6,Very_High,1,Middle_Aged,0,3,-1.9783462240649115,0.34678863883562083,High-Value Premium Buyers,1,Normal
61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Bank Transfer,Express,No,4,Cash,2,Medium,0,Middle_Aged,0,1,-0.6445459897063642,-1.5694880672634066,Family-Oriented Value Buyers,1,Normal
25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,PayPal,2-Day Shipping,No,37,Cash,4,Very_High,1,Youth,0,3,-1.9556890393518358,0.41369439913800526,High-Value Premium Buyers,1,Normal
33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,Credit Card,2-Day Shipping,No,30,Cash,6,Low,0,Young_Adult,0,1,-0.21509872477918224,-2.072648220427908,Occasional Low-Engagement Buyers,1,Normal
56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,Credit Card,2-Day Shipping,No,37,Bank Transfer,6,Low,0,Middle_Aged,0,1,-0.33769030112029447,-1.8831877621261999,Occasional Low-Engagement Buyers,1,Normal
50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Credit Card,Store Pickup,No,30,PayPal,4,Medium,0,Adult,0,1,-0.7222206839932908,-1.367568484509325,Family-Oriented Value Buyers,1,Normal
45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Cash,Express,No,17,Venmo,2,High,1,Adult,0,3,-1.7418603275227378,0.07456235806567474,Premium Loyal Customers,1,Normal
45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Venmo,Store Pickup,No,11,Bank Transfer,7,Very_High,1,Adult,0,5,-2.309039395991055,0.7757807515288433,High-Value Premium Buyers,-1,Anomaly
65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Bank Transfer,Express,No,42,Credit Card,3,High,1,Middle_Aged,0,7,-1.9311185493404155,0.3989728097227619,High-Value Premium Buyers,1,Normal
63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,PayPal,Next Day Air,No,20,Cash,2,High,1,Middle_Aged,0,7,-1.7819028773520242,0.11507924204475077,Premium Loyal Customers,1,Normal
70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Venmo,Store Pickup,No,37,Cash,6,Very_High,1,Senior,0,7,-2.0800296885983323,0.6802767691504704,High-Value Premium Buyers,-1,Anomaly
53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Venmo,Express,No,12,PayPal,1,Very_High,1,Middle_Aged,0,3,-2.074284354200039,0.5107766276240793,High-Value Premium Buyers,1,Normal
22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Venmo,Free Shipping,No,41,Bank Transfer,4,High,1,Youth,0,3,-1.9099490411021025,0.37114364701997526,Premium Loyal Customers,1,Normal
26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Credit Card,Express,No,32,Credit Card,4,Very_High,1,Young_Adult,0,3,-1.9307536073876623,0.37296184755887263,High-Value Premium Buyers,1,Normal
23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,Cash,2-Day Shipping,No,15,Venmo,2,Very_High,1,Youth,0,5,-2.027478977284055,0.4494254013717369,High-Value Premium Buyers,1,Normal
25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Debit Card,Standard,No,39,Venmo,4,Low,0,Youth,0,1,-0.022035751004243195,-2.2915007851925697,Occasional Low-Engagement Buyers,1,Normal
69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Bank Transfer,Store Pickup,No,48,Credit Card,1,Low,0,Senior,0,1,0.09717018016440178,-2.333780931440476,Occasional Low-Engagement Buyers,-1,Anomaly
36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,Debit Card,2-Day Shipping,No,8,Venmo,1,Medium,0,Adult,0,1,-0.7479219531791139,-1.4414639532290965,Premium Loyal Customers,1,Normal
21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Venmo,Store Pickup,No,11,Bank Transfer,7,Low,0,Youth,0,1,-0.3677068614658944,-1.9888276477435134,Occasional Low-Engagement Buyers,1,Normal
57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Cash,Next Day Air,No,36,Bank Transfer,6,Medium,0,Middle_Aged,0,1,-0.3077977434566848,-1.8822019513533668,Family-Oriented Value Buyers,1,Normal
60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Cash,Free Shipping,No,50,Venmo,7,Low,0,Middle_Aged,0,1,-0.13139605175477748,-2.0540998893757205,Occasional Low-Engagement Buyers,1,Normal
44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,PayPal,Express,No,39,Venmo,7,Very_High,1,Adult,0,7,-2.16249208401426,0.7294406351456237,High-Value Premium Buyers,1,Normal
31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Debit Card,Express,No,11,Credit Card,5,Medium,0,Young_Adult,0,1,-0.6627719384474619,-1.5851462460279104,Young Trend-Oriented Shoppers,1,Normal
57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,PayPal,2-Day Shipping,No,5,Debit Card,7,Very_High,1,Middle_Aged,0,3,-2.172960980287242,0.5956046966068457,High-Value Premium Buyers,1,Normal
39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,Bank Transfer,2-Day Shipping,No,7,Credit Card,3,Low,0,Adult,0,1,-0.41103470715830975,-1.9499835999838915,Occasional Low-Engagement Buyers,1,Normal
48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Bank Transfer,Store Pickup,No,50,Debit Card,2,Medium,0,Adult,0,1,-0.5036606903469126,-1.494852070224045,Family-Oriented Value Buyers,1,Normal
42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Cash,Standard,No,21,Cash,7,Low,0,Adult,0,1,-0.2469244408243571,-2.036224681385465,Occasional Low-Engagement Buyers,1,Normal
56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,PayPal,Express,No,31,Debit Card,1,High,1,Middle_Aged,0,3,-1.7045472796684376,0.06240816183227531,Premium Loyal Customers,1,Normal
28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,PayPal,Express,No,39,Cash,5,Medium,0,Young_Adult,0,1,-0.5879624873009504,-1.5170341400906142,Young Trend-Oriented Shoppers,1,Normal
40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Credit Card,Express,No,28,Credit Card,1,Very_High,1,Adult,0,3,-2.2060428390050455,0.7647397498492712,High-Value Premium Buyers,1,Normal
49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Bank Transfer,Next Day Air,No,33,Bank Transfer,2,High,1,Adult,0,3,-1.7720027906357223,0.18914055314400238,Premium Loyal Customers,1,Normal
37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Debit Card,Store Pickup,No,42,Credit Card,4,Medium,0,Adult,0,1,-0.4083660074389134,-1.7232424510793556,Family-Oriented Value Buyers,1,Normal
22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Cash,Free Shipping,No,5,Bank Transfer,7,Very_High,1,Youth,0,5,-2.2179680379152424,0.6103420952109003,High-Value Premium Buyers,-1,Anomaly
27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Venmo,Express,No,25,Cash,6,Medium,0,Young_Adult,0,1,-0.8560330247584529,-1.2741594970893886,Premium Loyal Customers,1,Normal
59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Cash,Express,No,48,PayPal,3,Low,0,Middle_Aged,0,1,-0.14747397887786257,-2.0973128475423195,Occasional Low-Engagement Buyers,1,Normal
35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Debit Card,Standard,No,30,Credit Card,2,Medium,0,Young_Adult,0,1,-0.6915155366401087,-1.4434185714777077,Family-Oriented Value Buyers,1,Normal
58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Bank Transfer,Next Day Air,No,34,PayPal,4,Very_High,1,Middle_Aged,0,7,-2.1439537524320276,0.7170263778801803,High-Value Premium Buyers,1,Normal
58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Credit Card,Free Shipping,No,34,PayPal,7,Medium,0,Middle_Aged,0,1,-0.3675713279327789,-1.7590962781797708,Family-Oriented Value Buyers,1,Normal
46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Credit Card,Store Pickup,No,14,Cash,1,Low,0,Adult,0,1,-0.07155136033229163,-2.34785888750363,Occasional Low-Engagement Buyers,1,Normal
43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,Venmo,2-Day Shipping,No,2,Debit Card,2,Very_High,1,Adult,0,5,-1.999242216309512,0.3584351573076882,High-Value Premium Buyers,1,Normal
39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Credit Card,Store Pickup,No,41,PayPal,7,Very_High,1,Adult,0,3,-2.2015923304479146,0.8124928689752607,High-Value Premium Buyers,1,Normal
59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Cash,Store Pickup,No,3,Credit Card,6,Very_High,1,Middle_Aged,0,5,-2.094309062848666,0.4197846170389053,High-Value Premium Buyers,1,Normal
59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,Debit Card,2-Day Shipping,No,18,Bank Transfer,2,High,1,Middle_Aged,0,3,-1.6822622106147471,-0.037089555133564545,Premium Loyal Customers,1,Normal
59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Credit Card,Express,No,1,Debit Card,1,Medium,0,Middle_Aged,0,1,-0.5442009194344678,-1.6817285075425108,Family-Oriented Value Buyers,1,Normal
45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Credit Card,Next Day Air,No,5,PayPal,6,Medium,0,Adult,0,1,-0.6435668008542005,-1.55508079480978,Family-Oriented Value Buyers,1,Normal
27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Debit Card,Free Shipping,No,41,Bank Transfer,3,High,1,Young_Adult,0,3,-1.6525756935735185,0.025267809271499207,Premium Loyal Customers,1,Normal
24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Bank Transfer,Next Day Air,No,5,Credit Card,6,Very_High,1,Youth,0,5,-2.279211971451481,0.641188638420907,High-Value Premium Buyers,1,Normal
47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Credit Card,Express,No,10,Debit Card,7,Low,0,Adult,0,1,-0.06184585126912044,-2.3202174641668156,Occasional Low-Engagement Buyers,1,Normal
70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,Debit Card,2-Day Shipping,No,20,Venmo,3,High,1,Senior,0,7,-1.8713001312631454,0.2624248750878627,Premium Loyal Customers,1,Normal
58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,PayPal,Free Shipping,No,11,Cash,2,Low,0,Middle_Aged,0,1,-0.31323595518670905,-2.057184149666668,Occasional Low-Engagement Buyers,1,Normal
45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Venmo,Express,No,4,Venmo,1,High,1,Adult,0,5,-1.7647123162382021,-0.014021214819939905,Premium Loyal Customers,1,Normal
24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,PayPal,2-Day Shipping,No,38,Credit Card,2,High,1,Youth,0,3,-1.6293840519858422,-0.06038846313193057,Premium Loyal Customers,1,Normal
67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Debit Card,Next Day Air,No,19,Credit Card,5,High,1,Senior,0,3,-1.60077944153438,-0.14105434623911475,Premium Loyal Customers,1,Normal
31,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4.0,No,Venmo,2-Day Shipping,No,16,Venmo,7,Medium,0,Young_Adult,0,1,-0.6071937562819453,-1.600959829246507,Young Trend-Oriented Shoppers,1,Normal
52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Bank Transfer,Free Shipping,No,2,PayPal,6,Very_High,1,Middle_Aged,0,3,-1.8935740553551856,0.19970150731560724,High-Value Premium Buyers,1,Normal
29,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,Bank Transfer,2-Day Shipping,No,11,Cash,6,Medium,0,Young_Adult,0,1,-0.5572501909947403,-1.6790753933404123,Young Trend-Oriented Shoppers,1,Normal
62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Debit Card,Standard,No,18,Bank Transfer,1,Low,0,Middle_Aged,0,1,-0.13017253330676165,-2.23480780862932,Occasional Low-Engagement Buyers,-1,Anomaly
19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,47,Credit Card,1,Very_High,1,Youth,0,3,-2.0419706805971543,0.60150258585121,High-Value Premium Buyers,1,Normal
62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,No,15,Bank Transfer,5,Medium,0,Middle_Aged,0,1,-0.780927141720167,-1.3508000158658338,Premium Loyal Customers,1,Normal
70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,No,15,Cash,2,Low,0,Senior,0,1,-0.20294970637360893,-2.0968508743110528,Occasional Low-Engagement Buyers,1,Normal
20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,PayPal,Next Day Air,No,47,Venmo,4,Low,0,Youth,0,1,-0.12023059747196436,-2.1556600520575646,Occasional Low-Engagement Buyers,1,Normal
67,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Credit Card,Free Shipping,No,47,PayPal,6,Very_High,1,Senior,0,7,-1.9028121188057214,0.4078194989196441,High-Value Premium Buyers,1,Normal
65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,No,6,Bank Transfer,7,High,1,Middle_Aged,0,3,-1.7724262676466602,0.022292139990293194,Premium Loyal Customers,1,Normal
45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,18,Venmo,6,Low,0,Adult,0,1,-0.2717347894409963,-2.0538385404390738,Occasional Low-Engagement Buyers,1,Normal
26,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Debit Card,Express,No,40,Bank Transfer,5,High,1,Young_Adult,0,3,-1.8886902962422167,0.35457606550965515,High-Value Premium Buyers,1,Normal
36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,No,31,Credit Card,1,Medium,0,Adult,0,1,-0.6203527213701316,-1.4666432100179356,Family-Oriented Value Buyers,-1,Anomaly
36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Venmo,Standard,No,31,Venmo,5,Very_High,1,Adult,0,3,-1.9658974428911133,0.39118410416512,High-Value Premium Buyers,1,Normal
20,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,No,4,Credit Card,1,Medium,0,Youth,0,1,-0.7534442624711505,-1.421648410932335,Premium Loyal Customers,1,Normal
30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Debit Card,Next Day Air,No,36,Bank Transfer,7,High,1,Young_Adult,0,3,-1.933067865214601,0.36520600067955916,Premium Loyal Customers,1,Normal
34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,No,31,PayPal,5,Medium,0,Young_Adult,0,1,-0.4708458722934433,-1.746565693139454,Young Trend-Oriented Shoppers,1,Normal
63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,6,Venmo,1,Low,0,Middle_Aged,0,1,-0.33025025862229973,-1.95884339012479,Occasional Low-Engagement Buyers,1,Normal
18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Credit Card,Store Pickup,No,1,Cash,6,Low,0,Youth,0,1,-0.42571165701304997,-1.9384323765504512,Occasional Low-Engagement Buyers,1,Normal
55,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Venmo,Express,No,29,Cash,6,High,1,Middle_Aged,0,7,-1.6503342339438973,-0.013113400942937323,Premium Loyal Customers,1,Normal
48,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,19,PayPal,6,Medium,0,Adult,0,1,-0.46869961150836426,-1.7435813777785611,Family-Oriented Value Buyers,1,Normal
45,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Debit Card,Free Shipping,No,12,PayPal,1,Low,0,Adult,0,1,-0.18128241437187131,-2.224603246227735,Occasional Low-Engagement Buyers,1,Normal
29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4.0,No,PayPal,Express,No,18,Bank Transfer,3,Medium,0,Young_Adult,0,1,-0.6230308206844497,-1.5603374388806497,Young Trend-Oriented Shoppers,1,Normal
55,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Venmo,Next Day Air,No,45,Cash,4,High,1,Middle_Aged,0,7,-1.7311941098631545,0.21604486186769734,Premium Loyal Customers,1,Normal
55,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Cash,Express,No,45,Credit Card,6,Low,0,Middle_Aged,0,1,-0.188469167354828,-2.0149841481422177,Occasional Low-Engagement Buyers,1,Normal
55,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,No,PayPal,Standard,No,8,Credit Card,4,Very_High,1,Middle_Aged,0,3,-2.132678658966803,0.5183195774989146,High-Value Premium Buyers,1,Normal
48,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Credit Card,Standard,No,4,PayPal,7,High,1,Adult,0,3,-1.6469506956673354,-0.11233927775633828,Premium Loyal Customers,1,Normal
42,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,5,Debit Card,1,Medium,0,Adult,0,1,-0.4748697959167454,-1.8167693086550594,Family-Oriented Value Buyers,1,Normal
21,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Debit Card,Standard,No,30,Cash,4,High,1,Youth,0,5,-1.7253636135126804,0.04772415296232945,Premium Loyal Customers,1,Normal
45,Female,Jacket,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Venmo,Free Shipping,No,15,PayPal,6,Medium,0,Adult,0,1,-0.5161840101324676,-1.7364381163726623,Family-Oriented Value Buyers,1,Normal
23,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Cash,Next Day Air,No,17,Credit Card,7,Low,0,Youth,0,1,-0.30174235363208884,-2.0398752709990458,Occasional Low-Engagement Buyers,1,Normal
66,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,No,45,Cash,7,Medium,0,Senior,0,1,-0.45531341269418046,-1.6721742184149502,Family-Oriented Value Buyers,1,Normal
32,Female,Coat,Outerwear,100,Maine,S,Charcoal,Winter,4.3,No,Bank Transfer,Next Day Air,No,3,Venmo,3,Very_High,1,Young_Adult,0,5,-2.3008627335407685,0.753932924333405,High-Value Premium Buyers,1,Normal
52,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Credit Card,Next Day Air,No,43,PayPal,2,Very_High,1,Middle_Aged,0,7,-2.105893557685114,0.6773700669069438,High-Value Premium Buyers,1,Normal
54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Venmo,Free Shipping,No,4,Credit Card,6,High,1,Middle_Aged,0,3,-1.90061023367594,0.18159389377940713,Premium Loyal Customers,1,Normal
37,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,No,Venmo,Standard,No,41,Venmo,2,Low,0,Adult,0,1,-0.2085221067811005,-1.995363433741834,Occasional Low-Engagement Buyers,1,Normal
29,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,Debit Card,2-Day Shipping,No,16,Venmo,6,Very_High,1,Young_Adult,0,5,-2.2306862655962085,0.6653175658995221,High-Value Premium Buyers,1,Normal
47,Female,Gloves,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Cash,Standard,No,10,Debit Card,3,Very_High,1,Adult,0,5,-2.188401620820801,0.6382494891719934,High-Value Premium Buyers,1,Normal
47,Female,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Bank Transfer,Express,No,2,Debit Card,4,High,1,Adult,0,5,-1.6733268525954228,-0.14776935934243599,Premium Loyal Customers,1,Normal
42,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Venmo,Free Shipping,No,11,Cash,5,Low,0,Adult,0,1,-0.3153595136287188,-2.0346974525839343,Occasional Low-Engagement Buyers,1,Normal
34,Female,Backpack,Accessories,54,New Jersey,M,Gray,Winter,3.8,No,Debit Card,Express,No,1,Debit Card,5,Medium,0,Young_Adult,0,1,-0.6975397111625751,-1.5474707613842484,Young Trend-Oriented Shoppers,1,Normal
38,Female,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,No,PayPal,2-Day Shipping,No,41,Bank Transfer,4,Very_High,1,Adult,0,3,-2.107260206322795,0.6772391502357816,High-Value Premium Buyers,1,Normal
55,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Debit Card,Free Shipping,No,39,PayPal,4,Medium,0,Middle_Aged,0,1,-0.64597076134084,-1.4103054596272921,Family-Oriented Value Buyers,1,Normal
27,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,No,PayPal,2-Day Shipping,No,1,PayPal,5,Low,0,Young_Adult,0,1,-0.1380347799537257,-2.3664088429139554,Occasional Low-Engagement Buyers,1,Normal
55,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Debit Card,Express,No,3,PayPal,6,Low,0,Middle_Aged,0,1,-0.3588260340204645,-2.022485665385048,Occasional Low-Engagement Buyers,1,Normal
66,Female,Shirt,Clothing,23,California,M,Beige,Summer,3.4,No,Bank Transfer,Free Shipping,No,21,Credit Card,3,Low,0,Senior,0,1,-0.06762002085090153,-2.313164840411683,Occasional Low-Engagement Buyers,1,Normal
44,Female,Hat,Accessories,94,Texas,XL,Cyan,Winter,3.5,No,Credit Card,Express,No,48,Bank Transfer,4,Very_High,1,Adult,0,7,-2.0822818450671745,0.6981986701347739,High-Value Premium Buyers,1,Normal
39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4.0,No,Venmo,Free Shipping,No,24,Debit Card,3,Medium,0,Adult,0,1,-0.5458988916477888,-1.6946656068051686,Family-Oriented Value Buyers,1,Normal
23,Female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,Bank Transfer,2-Day Shipping,No,45,Bank Transfer,5,Low,0,Youth,0,1,-0.1318101220263163,-2.158541970347816,Occasional Low-Engagement Buyers,1,Normal
29,Female,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,No,Venmo,2-Day Shipping,No,46,Credit Card,6,Very_High,1,Young_Adult,0,3,-2.067544761063704,0.646265290436892,High-Value Premium Buyers,1,Normal
20,Female,Gloves,Accessories,99,Nebraska,M,Cyan,Fall,3.6,No,Debit Card,Store Pickup,No,35,Cash,1,Very_High,1,Youth,0,5,-2.219157875996357,0.7802965889568229,High-Value Premium Buyers,1,Normal
42,Female,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Credit Card,Free Shipping,No,47,Credit Card,1,Low,0,Adult,0,1,-0.36628284379716214,-1.8231032946038395,Occasional Low-Engagement Buyers,1,Normal
55,Female,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Venmo,Standard,No,35,Credit Card,6,Medium,0,Middle_Aged,0,1,-0.56114941675873,-1.555685344267523,Family-Oriented Value Buyers,1,Normal
66,Female,Jacket,Outerwear,81,New Jersey,M,Violet,Spring,3.8,No,Credit Card,Free Shipping,No,45,Credit Card,2,High,1,Senior,0,7,-1.8465767348509492,0.33794941443951537,High-Value Premium Buyers,1,Normal
24,Female,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,6,Cash,5,Low,0,Youth,0,1,-0.3174694156686606,-2.099654575646243,Occasional Low-Engagement Buyers,1,Normal
62,Female,Hat,Accessories,48,Washington,XL,Magenta,Fall,4.3,No,Debit Card,Free Shipping,No,20,Cash,3,Medium,0,Middle_Aged,0,1,-0.5698626629032223,-1.6410021652101567,Family-Oriented Value Buyers,1,Normal
28,Female,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4.0,No,Cash,2-Day Shipping,No,3,Venmo,5,Very_High,1,Young_Adult,0,5,-2.142648921375278,0.5063212198222151,High-Value Premium Buyers,1,Normal
30,Female,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,PayPal,Express,No,30,Venmo,4,Very_High,1,Young_Adult,0,3,-2.194475147009296,0.7365702236712348,High-Value Premium Buyers,1,Normal
22,Female,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,No,Credit Card,Standard,No,28,PayPal,5,High,1,Youth,0,5,-1.778076596040271,0.10612122838611049,Premium Loyal Customers,1,Normal
28,Female,T-shirt,Clothing,74,New Hampshire,L,Gray,Winter,2.8,No,PayPal,Standard,No,15,Cash,7,High,1,Young_Adult,0,5,-1.7664377489937013,0.06093797173200114,Premium Loyal Customers,1,Normal
35,Female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Cash,Store Pickup,No,29,PayPal,4,High,1,Young_Adult,0,3,-1.8202330580438186,0.22731274121191178,Premium Loyal Customers,1,Normal
45,Female,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,No,PayPal,2-Day Shipping,No,15,Cash,5,Low,0,Adult,0,1,-0.38224105692806226,-1.9593763161135944,Occasional Low-Engagement Buyers,1,Normal
